queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
431,FC2515-P10-R0068,江苏,68,吴毅,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴毅,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
432,FC2515-P10-R0069,江苏,69,王燕清,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王燕清,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
433,FC2515-P10-R0070,江苏,70,徐云飞,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐云飞,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
434,FC2515-P10-R0071,江苏,71,邵丹薇,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,邵丹薇,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
435,FC2515-P10-R0072,江苏,72,钱京,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,钱京,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
436,FC2515-P10-R0073,江苏,73,梁勤,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁勤,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
437,FC2515-P10-R0074,江苏,74,徐浩宇,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐浩宇,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
438,FC2515-P10-R0075,江苏,75,陈惠,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,陈惠,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
439,FC2515-P10-R0076,江苏,76,梁泽泉,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁泽泉,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
440,FC2515-P10-R0077,江苏,77,曹明拓,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,曹明拓,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
441,FC2515-P10-R0078,江苏,78,朱钰峰,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱钰峰,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
442,FC2515-P10-R0079,江苏,79,李晓冬,副会长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,李晓冬,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
443,FC2515-P10-R0080,江苏,80,徐志军,秘书长,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐志军,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,
444,FC2515-P10-R0081,江苏,81,丁铭,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁铭,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
445,FC2515-P10-R0082,江苏,82,丁先喜,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁先喜,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
446,FC2515-P10-R0083,江苏,83,丁志鸿,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁志鸿,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
447,FC2515-P10-R0084,江苏,84,丁剑光,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁剑光,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
448,FC2515-P10-R0085,江苏,85,王卫,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王卫,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
449,FC2515-P10-R0086,江苏,86,王雷,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王雷,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
450,FC2515-P10-R0087,江苏,87,王红卫,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王红卫,Checked current official roster https://www.jssh.org.cn/zzjg/fzxfhz/ and latest published executive roster https://www.jssh.org.cn/sjb/bjczw/; stale 常委 was not carried forward.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,,,UNRESOLVED_CURRENT_ORG_TITLE,"Absent from the latest July-2026 Jiangsu standing-committee roster and latest published executive roster. A current Jiangsu High Court official with the same name is a documented Tianjin-transferred jurist, so that homonym was explicitly rejected; no safe identity bridge to the source person was found."
451,FC2515-P10-R0088,江苏,88,王春华,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王春华,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
452,FC2515-P10-R0089,江苏,89,王益冰,常委,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,王益冰,Official 2022 Jiangsu federation recommendation evidence identifies 王益冰 (1972-04) as 苏州市委统战部副部长、市工商联党组书记: https://www.jssh.org.cn/sjb/tzgg/202210/t20221014_214987.html. Current Suzhou Justice Bureau leadership evidence closes the role change without name-only inference.,government_official,A,苏州市司法局领导信息,https://sfj.suzhou.gov.cn/sfj/sfjldxx/202110/883a7d4b88954ba5943930fea4f87b6e.shtml,2026-07-21,苏州市司法局,党组书记、局长,CURRENT_ORG_TITLE_CONFIRMED,
453,FC2515-P10-R0090,江苏,90,王海永,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王海永,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
454,FC2515-P10-R0091,江苏,91,王敏其,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王敏其,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
455,FC2515-P10-R0092,江苏,92,王强众,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王强众,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
456,FC2515-P10-R0093,江苏,93,王锦辉,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王锦辉,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
457,FC2515-P10-R0094,江苏,94,王燕清,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王燕清,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
458,FC2515-P10-R0095,江苏,95,尹家豪,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,尹家豪,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
459,FC2515-P10-R0096,江苏,96,石磊,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,石磊,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
460,FC2515-P10-R0097,江苏,97,卢明立,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,卢明立,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
461,FC2515-P10-R0098,江苏,98,卢道富,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,卢道富,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
462,FC2515-P10-R0099,江苏,99,邢青松,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,邢青松,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
463,FC2515-P10-R0100,江苏,100,朱晓东,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱晓东,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
464,FC2515-P10-R0101,江苏,101,朱钰峰,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱钰峰,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
465,FC2515-P10-R0102,江苏,102,任晋生,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,任晋生,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
466,FC2515-P10-R0103,江苏,103,刘聪,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘聪,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会 / 江苏省总商会,主席 / 会长,CURRENT_ORG_TITLE_CONFIRMED,
467,FC2515-P10-R0104,江苏,104,刘学进,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘学进,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
468,FC2515-P10-R0105,江苏,105,刘海涛,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘海涛,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
469,FC2515-P10-R0106,江苏,106,羊栋,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,羊栋,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
470,FC2515-P10-R0107,江苏,107,江楠,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,江楠,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
471,FC2515-P10-R0108,江苏,108,汤冬青,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,汤冬青,Name + province + source federation role reconcile to the official July-2026 Jiangsu standing-committee roster; higher current roles supersede stale source labels. No identity or employer was inferred from name alone.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
